date,var3,var1,var5,var2,var4
2019-10-13,8.6,78,32,-0.51,0
2019-10-14,4.1,69,43,-0.54,0
2019-10-15,4.4,74,30,-0.34,0
2019-10-16,8.2,61,29,-0.55,0
2019-10-17,6.3,76,27,-0.58,0
2019-10-18,3.6,62,37,-0.41,0
2019-10-19,5.8,77,42,-0.56,0
2019-10-20,8.5,64,48,-0.57,0
2019-10-21,4.2,61,41,-0.61,0
2019-10-22,5.8,62,32,-0.52,0
2019-10-23,5.8,58,34,-0.47,0
2019-10-24,2.1,79,38,-0.44,0
2019-10-25,3.5,79,40,-0.36,0
2019-10-26,8.3,73,32,-0.4,0
2019-10-27,4.1,63,44,-0.47,0
2019-10-28,9.3,61,36,-0.47,0
2019-10-29,8.8,59,41,-0.39,0
2019-10-30,8.6,64,42,-0.31,0
2019-10-31,14.1,86,25,-0.42,0
2019-11-01,6.5,67,38,-0.48,0
2019-11-02,8.9,70,43,-0.52,0
2019-11-03,4.5,63,34,-0.56,0
2019-11-04,14.1,67,31,-0.35,0
2019-11-05,13.6,76,37,-0.35,0
2019-11-06,7.9,79,34,-0.35,0
2019-11-07,8.0,68,34,-0.41,0
2019-11-08,10.4,63,37,-0.25,0
2019-11-09,6.9,73,27,-0.44,0
2019-11-10,4.9,69,38,-0.29,0
2019-11-11,9.5,69,44,-0.38,0
2019-11-12,9.4,92,28,-0.43,0
2019-11-13,8.7,82,29,-0.31,0
2019-11-14,5.5,80,34,-0.32,0
2019-11-15,2.4,76,49,-0.32,0
2019-11-16,8.4,77,40,-0.34,0
2019-11-17,10.8,81,33,-0.35,0
2019-11-18,7.9,86,32,-0.1,0
2019-11-19,13.0,87,38,-0.21,0
2019-11-20,4.9,70,31,-0.25,0
2019-11-21,4.9,81,36,-0.31,0
2019-11-22,7.6,78,28,-0.21,0
2019-11-23,9.2,94,35,-0.25,0
2019-11-24,10.9,86,31,-0.29,0
2019-11-25,6.1,84,34,-0.32,0
2019-11-26,11.1,70,34,-0.29,0
2019-11-27,14.6,87,36,-0.59,0
2019-11-28,7.0,71,34,-0.25,0
2019-11-29,11.6,79,44,-0.31,0
2019-11-30,4.1,73,42,-0.1,0
2019-12-01,12.4,92,25,-0.24,0
2019-12-02,10.7,76,35,-0.36,0
2019-12-03,10.8,82,37,-0.24,0
2019-12-04,10.0,100,27,-0.33,0
2019-12-05,0.0,77,40,-0.17,0
2019-12-06,6.9,88,37,-0.18,0
2019-12-07,6.6,85,32,-0.1,0
2019-12-08,4.2,71,40,-0.27,0
2019-12-09,10.3,99,18,-0.18,0
2019-12-10,6.1,74,41,-0.31,0
2019-12-11,6.4,89,36,-0.1,0
2019-12-12,6.1,93,25,-0.11,0
2019-12-13,7.5,96,32,-0.1,0
2019-12-14,13.2,98,20,-0.14,0
2019-12-15,6.3,83,29,-0.09,0
2019-12-16,5.9,74,40,0.03,0
2019-12-17,8.7,101,29,-0.15,0
2019-12-18,10.5,95,30,-0.1,0
2019-12-19,12.0,106,29,-0.21,0
2019-12-20,1.5,106,28,-0.18,0
2019-12-21,13.9,108,33,-0.08,1
2019-12-22,13.8,95,27,0.03,0
2019-12-23,5.8,90,34,-0.09,0
2019-12-24,7.9,108,22,-0.08,0
2019-12-25,8.1,95,34,-0.09,0
2019-12-26,6.2,85,31,-0.1,0
2019-12-27,11.9,112,27,-0.0,0
2019-12-28,5.6,114,25,-0.18,0
2019-12-29,6.4,98,29,0.11,0
2019-12-30,12.9,83,28,-0.08,0
2019-12-31,6.8,96,32,0.07,0
2020-01-01,15.0,113,30,-0.12,0
2020-01-02,12.8,117,19,0.08,0
2020-01-03,3.6,90,29,0.09,0
2020-01-04,10.3,84,33,0.07,0
2020-01-05,11.4,118,23,-0.06,0
2020-01-06,8.5,99,29,0.08,0
2020-01-07,11.2,105,37,-0.06,0
2020-01-08,13.8,124,20,0.04,0
2020-01-09,10.7,86,21,0.18,0
2020-01-10,14.6,111,24,0.17,0
2020-01-11,10.0,88,30,0.1,0
2020-01-12,6.0,101,27,0.01,0
2020-01-13,10.6,120,27,0.18,0
2020-01-14,19.2,104,24,0.12,0
2020-01-15,15.1,129,18,-0.1,0
2020-01-16,18.2,111,24,0.21,0
2020-01-17,14.3,101,26,0.14,0
2020-01-18,10.4,97,41,0.27,0
2020-01-19,11.2,103,37,0.05,1
2020-01-20,10.4,105,20,-0.15,0
2020-01-21,4.0,92,21,0.2,0
2020-01-22,10.6,105,28,0.21,0
2020-01-23,14.6,110,37,0.02,0
2020-01-24,10.4,122,28,0.1,0
2020-01-25,13.2,120,25,0.48,0
2020-01-26,14.8,122,23,0.19,0
2020-01-27,6.4,91,37,0.3,0
2020-01-28,8.7,101,30,0.17,0
2020-01-29,9.1,122,34,0.03,0
2020-01-30,8.9,114,18,0.23,0
2020-01-31,5.3,92,33,0.23,0
2020-02-01,10.3,130,21,0.22,0
2020-02-02,17.2,129,26,0.26,0
2020-02-03,9.2,119,27,0.3,0
2020-02-04,10.1,97,33,0.27,0
2020-02-05,11.5,130,28,0.16,0
2020-02-06,15.7,122,32,0.35,0
2020-02-07,17.1,132,33,0.11,0
2020-02-08,15.7,131,23,0.11,0
2020-02-09,14.2,133,20,0.39,0
2020-02-10,11.3,120,19,0.38,0
2020-02-11,6.7,103,31,0.33,0
2020-02-12,18.6,128,28,0.2,0
2020-02-13,10.3,126,18,0.27,0
2020-02-14,15.3,133,29,0.32,0
2020-02-15,13.7,105,28,0.2,0
2020-02-16,9.0,107,22,0.29,0
2020-02-17,17.2,141,17,0.43,0
2020-02-18,15.8,135,18,0.52,0
2020-02-19,19.5,143,16,0.34,0
2020-02-20,12.2,136,25,0.46,0
2020-02-21,8.9,128,28,0.2,0
2020-02-22,11.6,131,32,0.46,0
2020-02-23,14.9,143,17,0.32,0
2020-02-24,13.0,128,26,0.44,0
2020-02-25,11.9,131,20,0.39,0
2020-02-26,5.1,108,28,0.55,0
2020-02-27,13.8,124,17,0.33,0
2020-02-28,19.5,136,17,0.49,0
2020-02-29,12.8,114,31,0.4,0
2020-03-01,12.9,111,20,0.42,0
2020-03-02,13.4,117,29,0.42,0
2020-03-03,12.5,113,24,0.36,0
2020-03-04,14.0,112,17,0.44,0
2020-03-05,13.5,123,12,0.44,0
2020-03-06,13.9,148,27,0.48,0
2020-03-07,10.4,128,14,0.47,0
2020-03-08,10.5,112,27,0.54,0
2020-03-09,11.5,106,30,0.56,0
2020-03-10,12.9,138,15,0.36,0
2020-03-11,13.1,122,22,0.56,0
2020-03-12,15.8,145,23,0.35,0
2020-03-13,16.2,137,24,0.53,0
2020-03-14,18.2,144,18,0.54,0
2020-03-15,2.4,22,46,0.29,0
2020-03-16,0.0,34,42,0.49,0
2020-03-17,2.4,34,38,0.44,0
2020-03-18,4.4,43,47,0.41,0
2020-03-19,0.0,26,45,0.62,0
2020-03-20,5.7,15,37,0.43,0
2020-03-21,3.9,35,45,0.41,0
2020-03-22,4.1,30,40,0.5,0
2020-03-23,5.8,17,45,0.56,0
2020-03-24,1.4,33,43,0.48,0
2020-03-25,5.4,37,38,0.61,0
2020-03-26,2.1,24,54,0.55,0
2020-03-27,2.4,30,36,0.28,0
2020-03-28,0.3,26,45,0.45,0
2020-03-29,6.6,16,48,0.44,0
2020-03-30,1.3,24,45,0.55,0
2020-03-31,5.1,30,43,0.24,0
2020-04-01,0.0,11,45,0.75,0
2020-04-02,5.8,23,41,0.55,0
2020-04-03,5.4,22,41,0.51,0
2020-04-04,2.9,26,50,0.62,0
2020-04-05,2.3,30,41,0.73,0
2020-04-06,3.2,20,56,0.58,0
2020-04-07,8.7,18,49,0.59,0
2020-04-08,0.0,37,29,0.51,0
2020-04-09,4.5,22,50,0.48,0
2020-04-10,0.0,19,45,0.45,0
2020-04-11,1.9,20,39,0.41,0
2020-04-12,1.1,18,52,0.42,0
2020-04-13,0.3,16,44,0.35,0
2020-04-14,3.0,30,41,0.48,0
2020-04-15,0.0,27,46,0.32,0
2020-04-16,6.5,34,48,0.5,0
2020-04-17,0.0,26,45,0.48,0
2020-04-18,4.9,33,43,0.49,0
2020-04-19,2.3,33,39,0.42,0
2020-04-20,0.0,15,52,0.78,0
2020-04-21,3.3,27,45,0.6,0
2020-04-22,0.0,18,45,0.34,0
2020-04-23,3.2,31,42,0.49,0
2020-04-24,0.0,14,52,0.4,0
2020-04-25,4.2,28,43,0.35,0
2020-04-26,0.0,14,52,0.32,0
2020-04-27,2.8,42,39,0.49,0
2020-04-28,3.7,28,48,0.38,0
2020-04-29,0.9,32,44,0.54,0
2020-04-30,1.5,17,41,0.54,0
2020-05-01,0.0,28,43,0.57,0
2020-05-02,3.4,15,36,0.34,0
2020-05-03,8.7,34,39,0.47,0
2020-05-04,9.9,15,39,0.48,0
2020-05-05,1.7,14,57,0.37,0
2020-05-06,3.7,13,39,0.33,0
2020-05-07,0.0,27,57,0.56,0
2020-05-08,7.2,27,47,0.42,0
2020-05-09,3.6,13,44,0.46,0
2020-05-10,1.8,33,47,0.31,0
2020-05-11,5.8,21,42,0.26,0
2020-05-12,1.2,20,38,0.32,0
2020-05-13,1.1,25,45,0.36,0
2020-05-14,3.7,23,48,0.26,0
2020-05-15,0.0,28,50,0.36,0
2020-05-16,4.4,13,49,0.18,0
2020-05-17,0.0,19,43,0.23,0
2020-05-18,0.2,34,50,0.41,0
2020-05-19,0.9,36,48,0.39,0
2020-05-20,4.5,22,46,0.29,0
2020-05-21,0.2,21,51,0.22,0
2020-05-22,0.0,28,55,0.21,0
2020-05-23,0.4,22,42,0.27,0
2020-05-24,1.4,15,42,0.37,0
2020-05-25,0.0,17,43,0.39,1
2020-05-26,0.0,28,37,0.24,0
2020-05-27,9.2,29,47,0.16,0
2020-05-28,0.0,12,39,0.3,0
2020-05-29,0.5,15,53,0.18,0
2020-05-30,0.7,18,43,0.21,0
2020-05-31,1.9,32,50,0.38,0
2020-06-01,3.3,14,34,0.33,1
2020-06-02,4.1,13,45,0.25,0
2020-06-03,2.1,30,37,0.1,0
2020-06-04,0.0,14,53,0.24,0
2020-06-05,6.9,31,52,0.32,0
2020-06-06,1.7,20,34,0.17,0
2020-06-07,6.6,14,51,0.33,0
2020-06-08,0.0,19,51,0.32,0
2020-06-09,3.5,29,45,0.35,0
2020-06-10,8.9,31,46,0.2,0
2020-06-11,1.3,24,47,0.22,0
2020-06-12,1.2,19,50,0.3,0
2020-06-13,3.6,27,39,0.19,0
2020-06-14,0.0,16,52,0.09,0
2020-06-15,0.7,16,47,0.09,0
2020-06-16,2.5,35,43,0.15,0
2020-06-17,0.0,10,50,-0.01,0
2020-06-18,4.9,12,41,0.09,0
2020-06-19,3.0,16,39,0.21,0
2020-06-20,2.0,12,46,-0.13,0
2020-06-21,3.9,15,54,0.23,0
2020-06-22,1.3,21,39,0.19,0
2020-06-23,0.0,17,47,0.02,0
2020-06-24,1.2,30,40,0.11,0
2020-06-25,2.8,28,40,0.05,0
2020-06-26,0.0,15,49,0.16,0
2020-06-27,0.2,17,50,0.13,0
2020-06-28,0.3,18,42,-0.12,0
2020-06-29,8.7,23,52,0.07,0
2020-06-30,0.0,17,48,-0.02,0
2020-07-01,1.4,19,44,0.0,0
2020-07-02,6.7,15,48,-0.09,0
2020-07-03,2.7,23,55,0.15,0
2020-07-04,4.2,19,49,0.07,0
2020-07-05,2.0,17,43,-0.11,0
2020-07-06,1.2,32,43,-0.18,0
2020-07-07,0.0,27,45,-0.09,0
2020-07-08,2.1,15,50,-0.02,0
2020-07-09,0.4,27,45,-0.05,0
2020-07-10,0.0,19,55,0.04,0
2020-07-11,1.0,25,43,-0.01,0
2020-07-12,7.3,21,37,-0.0,0
2020-07-13,9.0,18,47,-0.07,0
2020-07-14,1.6,9,45,-0.25,0
2020-07-15,0.3,17,39,-0.14,0
2020-07-16,0.0,20,42,-0.03,0
2020-07-17,3.6,22,43,-0.15,0
2020-07-18,6.6,13,53,-0.1,0
2020-07-19,0.3,10,40,-0.19,0
2020-07-20,0.0,20,47,-0.27,1
2020-07-21,4.6,26,55,-0.19,0
2020-07-22,4.5,15,46,-0.15,0
2020-07-23,0.0,12,46,-0.25,0
2020-07-24,2.1,16,50,-0.22,0
2020-07-25,2.4,10,50,-0.3,0
2020-07-26,2.4,26,51,-0.1,0
2020-07-27,0.0,9,47,-0.25,0
2020-07-28,5.1,21,49,-0.08,0
2020-07-29,0.3,15,50,-0.08,0
2020-07-30,0.0,16,45,-0.25,0
2020-07-31,0.0,21,45,-0.35,0
2020-08-01,5.9,21,45,-0.47,0
2020-08-02,3.1,13,41,-0.41,0
2020-08-03,1.3,10,46,-0.41,0
2020-08-04,0.0,9,55,-0.14,0
2020-08-05,1.1,27,49,-0.28,0
2020-08-06,0.0,24,42,-0.25,0
2020-08-07,0.8,21,45,-0.52,0
2020-08-08,0.0,18,51,-0.43,0
2020-08-09,0.0,22,47,-0.23,0
2020-08-10,0.0,9,52,-0.29,0
2020-08-11,3.9,21,48,-0.34,0
2020-08-12,1.1,12,48,-0.28,1
2020-08-13,4.1,17,45,-0.18,0
2020-08-14,5.8,18,40,-0.37,1
2020-08-15,4.2,10,51,-0.35,1
2020-08-16,2.6,12,46,-0.34,0
2020-08-17,1.6,16,38,-0.13,0
2020-08-18,0.0,9,45,-0.58,0
2020-08-19,3.6,14,51,-0.31,0
2020-08-20,6.0,10,38,-0.39,0
2020-08-21,2.2,12,42,-0.33,0
2020-08-22,7.0,12,48,-0.46,0
2020-08-23,0.0,12,54,-0.4,0
2020-08-24,0.0,16,51,-0.33,0
2020-08-25,3.6,10,55,-0.1,0
2020-08-26,2.2,14,48,-0.33,0
2020-08-27,5.6,17,45,-0.5,0
2020-08-28,1.9,19,50,-0.47,0
2020-08-29,0.0,25,40,-0.47,0
2020-08-30,1.2,18,41,-0.61,0
2020-08-31,0.0,10,42,-0.47,0
2020-09-01,0.0,9,53,-0.37,0
2020-09-02,3.9,10,43,-0.57,0
2020-09-03,4.1,15,52,-0.34,0
2020-09-04,1.8,7,49,-0.4,0
2020-09-05,0.0,12,53,-0.53,0
2020-09-06,0.3,14,41,-0.47,0
2020-09-07,0.0,11,44,-0.3,0
2020-09-08,5.5,20,48,-0.39,0
2020-09-09,0.0,7,46,-0.47,0
2020-09-10,0.0,7,36,-0.5,0
2020-09-11,2.1,20,39,-0.47,0
2020-09-12,0.0,12,42,-0.53,0
2020-09-13,6.1,16,41,-0.69,0
2020-09-14,0.0,15,50,-0.28,0
2020-09-15,0.0,9,49,-0.47,0
2020-09-16,0.0,16,47,-0.45,0
2020-09-17,1.7,18,56,-0.49,0
2020-09-18,0.0,16,52,-0.56,0
2020-09-19,0.0,11,51,-0.51,0
2020-09-20,5.3,17,39,-0.65,0
2020-09-21,3.0,10,48,-0.27,0
2020-09-22,0.8,9,49,-0.62,0
2020-09-23,6.1,20,43,-0.6,0
2020-09-24,2.8,8,56,-0.54,0
2020-09-25,0.0,21,46,-0.37,0
2020-09-26,0.0,12,41,-0.5,0
2020-09-27,3.5,10,43,-0.62,0
2020-09-28,2.4,12,59,-0.37,0
2020-09-29,2.4,19,44,-0.43,0
2020-09-30,0.0,16,36,-0.45,0
2020-10-01,3.9,21,42,-0.43,0
2020-10-02,0.0,13,38,-0.26,0
2020-10-03,1.3,16,51,-0.28,0
2020-10-04,6.2,19,36,-0.57,0
2020-10-05,0.0,11,40,-0.34,0
2020-10-06,0.0,14,47,-0.46,0
2020-10-07,0.0,11,53,-0.45,0
2020-10-08,5.3,23,45,-0.66,0
2020-10-09,3.1,23,39,-0.51,0
2020-10-10,0.3,7,49,-0.57,0
2020-10-11,0.2,17,44,-0.41,0
2020-10-12,3.8,23,51,-0.38,0
2020-10-13,0.0,12,51,-0.69,0
2020-10-14,2.7,18,43,-0.49,0
2020-10-15,0.0,19,50,-0.37,0
2020-10-16,0.0,7,49,-0.5,0
2020-10-17,0.0,17,53,-0.41,0
2020-10-18,0.1,12,51,-0.44,0
2020-10-19,1.9,20,48,-0.44,0
2020-10-20,2.8,21,52,-0.5,0
2020-10-21,0.0,24,45,-0.59,0
2020-10-22,0.0,13,43,-0.58,0
2020-10-23,1.1,23,46,-0.39,0
2020-10-24,6.4,19,44,-0.46,0
2020-10-25,0.0,11,50,-0.47,0
2020-10-26,2.4,19,46,-0.49,0
2020-10-27,5.4,9,50,-0.48,0
2020-10-28,0.0,14,41,-0.34,0
2020-10-29,2.1,9,50,-0.47,0
2020-10-30,0.0,11,41,-0.57,0
2020-10-31,0.0,7,53,-0.36,0
2020-11-01,0.0,18,51,-0.45,0
2020-11-02,0.0,13,49,-0.42,0
2020-11-03,10.0,18,47,-0.25,0
2020-11-04,3.4,9,47,-0.41,0
2020-11-05,4.4,11,44,-0.38,0
2020-11-06,3.1,16,46,-0.52,0
2020-11-07,0.0,19,56,-0.42,0
2020-11-08,2.5,13,48,-0.33,0
2020-11-09,4.7,15,40,-0.54,0
2020-11-10,0.0,22,37,-0.36,0
2020-11-11,4.4,15,39,-0.36,0
2020-11-12,3.1,10,46,-0.36,0
2020-11-13,6.3,7,54,-0.26,0
2020-11-14,0.6,19,41,-0.32,0
2020-11-15,0.0,9,55,-0.2,0
2020-11-16,0.9,20,46,-0.44,0
2020-11-17,6.2,19,48,-0.32,0
2020-11-18,0.0,27,46,-0.32,0
2020-11-19,0.0,22,48,-0.43,0
2020-11-20,2.4,21,43,-0.22,0
2020-11-21,0.0,13,35,-0.08,0
2020-11-22,2.3,23,42,-0.31,0
2020-11-23,4.2,14,42,-0.25,0
2020-11-24,0.0,14,48,-0.28,0
2020-11-25,0.0,19,47,-0.35,0
2020-11-26,8.7,26,43,-0.46,0
2020-11-27,0.0,28,53,-0.34,0
2020-11-28,0.0,19,42,-0.4,0
2020-11-29,5.0,17,35,-0.08,0
2020-11-30,0.2,14,47,-0.26,0
2020-12-01,1.7,19,52,-0.27,0
2020-12-02,2.9,15,48,-0.14,0
2020-12-03,4.3,10,46,-0.34,0
2020-12-04,0.3,13,48,-0.29,0
2020-12-05,5.7,11,56,-0.2,0
2020-12-06,0.0,16,42,-0.1,0
2020-12-07,3.7,14,47,-0.14,0
2020-12-08,0.0,10,51,-0.16,0
2020-12-09,5.1,10,49,-0.17,0
2020-12-10,2.7,23,44,-0.13,0
2020-12-11,0.0,16,44,-0.14,0
2020-12-12,3.5,15,45,-0.26,0
2020-12-13,4.5,18,49,-0.14,0
2020-12-14,3.2,13,49,-0.24,0
2020-12-15,0.0,31,54,-0.12,0
2020-12-16,0.4,19,38,-0.17,0
2020-12-17,1.0,10,56,0.14,0
2020-12-18,1.4,15,45,-0.11,0
2020-12-19,4.5,23,44,-0.23,0
2020-12-20,0.0,32,47,-0.1,0
2020-12-21,2.8,18,50,-0.03,0
2020-12-22,1.2,21,51,0.1,0
2020-12-23,0.0,14,54,-0.12,1
2020-12-24,0.3,25,44,-0.21,0
2020-12-25,0.8,14,54,0.04,0
2020-12-26,0.0,27,41,-0.17,0
2020-12-27,0.3,24,43,-0.07,0
2020-12-28,0.0,26,43,-0.04,0
2020-12-29,3.8,22,42,-0.02,0
2020-12-30,0.0,14,47,0.07,0
2020-12-31,0.9,15,51,-0.06,0
2021-01-01,5.9,13,50,-0.02,0
2021-01-02,4.1,11,44,0.02,0
2021-01-03,5.0,23,41,0.04,0
2021-01-04,0.1,16,42,0.04,0
2021-01-05,2.7,11,48,0.09,0
2021-01-06,2.5,32,35,0.14,0
2021-01-07,2.7,33,38,0.1,0
2021-01-08,4.2,30,41,0.11,0
2021-01-09,1.3,31,49,-0.08,0
2021-01-10,5.7,12,46,0.09,0
2021-01-11,1.0,15,52,0.14,0
2021-01-12,4.6,27,45,0.18,0
2021-01-13,6.9,25,42,0.04,0
2021-01-14,4.7,16,44,0.05,0
2021-01-15,0.0,24,39,0.07,0
2021-01-16,2.6,13,59,0.19,0
2021-01-17,4.1,15,52,0.25,0
2021-01-18,4.7,20,49,0.11,0
2021-01-19,0.0,20,39,0.25,0
2021-01-20,0.6,26,42,0.18,0
2021-01-21,4.1,11,42,0.16,0
2021-01-22,0.9,32,44,0.16,0
2021-01-23,0.7,16,42,0.27,0
2021-01-24,5.9,12,44,0.23,0
2021-01-25,2.9,30,39,0.44,0
2021-01-26,1.5,37,41,0.13,0
2021-01-27,0.4,30,44,0.28,0
2021-01-28,4.3,33,42,0.18,0
2021-01-29,0.0,22,53,0.15,0
2021-01-30,2.0,27,48,0.25,0
2021-01-31,2.2,12,43,0.27,0
2021-02-01,6.2,23,47,0.55,0
2021-02-02,4.1,21,42,0.25,0
2021-02-03,0.0,21,43,0.16,0
2021-02-04,6.2,27,46,0.31,0
2021-02-05,1.0,19,49,0.08,0
2021-02-06,0.0,11,44,0.29,0
2021-02-07,1.4,19,40,0.31,0
2021-02-08,7.1,28,44,0.39,0
2021-02-09,2.0,15,49,0.42,0
2021-02-10,2.9,29,41,0.27,0
2021-02-11,7.1,22,49,0.32,0
2021-02-12,0.0,19,49,0.26,0
2021-02-13,0.0,31,40,0.23,0
2021-02-14,0.0,34,48,0.38,0
2021-02-15,3.5,24,51,0.23,0
2021-02-16,3.1,26,55,0.32,0
2021-02-17,7.3,27,53,0.27,0
2021-02-18,2.7,20,41,0.43,0
2021-02-19,1.9,31,48,0.56,0
2021-02-20,3.6,36,47,0.25,0
2021-02-21,3.8,34,41,0.2,0
2021-02-22,0.0,39,44,0.38,0
2021-02-23,11.8,37,33,0.4,0
2021-02-24,4.3,27,35,0.43,0
2021-02-25,3.6,30,35,0.37,0
2021-02-26,5.3,35,44,0.4,0
2021-02-27,4.5,24,47,0.46,0
2021-02-28,2.7,31,42,0.53,0
2021-03-01,1.5,34,51,0.23,0
2021-03-02,3.5,17,51,0.4,0
2021-03-03,5.4,42,33,0.46,0
2021-03-04,0.8,32,42,0.35,0
2021-03-05,5.6,13,42,0.62,0
2021-03-06,3.7,28,46,0.39,0
2021-03-07,3.8,16,46,0.45,0
2021-03-08,6.1,19,41,0.51,0
2021-03-09,3.1,30,52,0.4,0
2021-03-10,2.9,19,46,0.28,0
2021-03-11,6.4,40,39,0.42,0
2021-03-12,0.8,30,42,0.57,0
2021-03-13,2.7,25,53,0.44,0
2021-03-14,1.9,15,51,0.39,0
2021-03-15,0.0,17,45,0.57,0
2021-03-16,9.4,24,40,0.45,0
2021-03-17,0.0,33,39,0.43,0
2021-03-18,0.0,30,41,0.5,0
2021-03-19,5.6,17,49,0.56,0
2021-03-20,5.6,35,46,0.73,0
2021-03-21,0.0,26,41,0.57,0
2021-03-22,5.1,33,47,0.61,0
2021-03-23,5.8,14,42,0.44,0
2021-03-24,3.1,32,40,0.39,0
2021-03-25,10.7,29,36,0.5,0
2021-03-26,0.0,42,34,0.51,0
2021-03-27,4.5,24,40,0.39,0
2021-03-28,6.5,30,43,0.48,0
2021-03-29,7.0,43,36,0.54,0
2021-03-30,1.2,18,53,0.54,0
2021-03-31,3.2,41,37,0.55,0
2021-04-01,3.8,25,45,0.53,0
2021-04-02,3.6,12,54,0.45,0
2021-04-03,3.6,18,46,0.45,0
2021-04-04,6.4,33,41,0.38,0
2021-04-05,0.0,14,47,0.68,0
2021-04-06,2.0,27,41,0.5,0
2021-04-07,0.0,25,39,0.48,0
2021-04-08,2.2,34,46,0.4,0
2021-04-09,4.6,16,43,0.79,0
2021-04-10,3.6,33,48,0.39,0
2021-04-11,11.9,41,45,0.45,0
2021-04-12,4.1,35,43,0.53,0
2021-04-13,3.0,28,49,0.55,0
2021-04-14,1.7,14,44,0.58,0
2021-04-15,1.1,30,47,0.67,0
2021-04-16,1.1,13,51,0.53,0
2021-04-17,4.9,15,45,0.38,0
2021-04-18,2.1,18,44,0.45,0
2021-04-19,0.4,28,46,0.51,0
2021-04-20,0.5,33,53,0.68,0
2021-04-21,1.4,28,43,0.33,0
2021-04-22,2.6,24,42,0.59,0
2021-04-23,5.4,18,52,0.48,0
2021-04-24,0.0,40,42,0.55,0
2021-04-25,1.3,23,49,0.45,0
2021-04-26,2.5,21,53,0.37,0
2021-04-27,0.0,14,37,0.53,0
2021-04-28,0.8,33,43,0.51,0
2021-04-29,1.5,35,41,0.54,0
2021-04-30,0.0,17,41,0.44,0
2021-05-01,2.2,16,37,0.38,0
2021-05-02,12.9,134,15,0.28,0
2021-05-03,13.0,147,21,0.51,0
2021-05-04,15.4,141,19,0.47,0
2021-05-05,18.0,128,20,0.32,0
2021-05-06,18.2,133,23,0.36,0
2021-05-07,8.6,144,17,0.36,0
2021-05-08,13.6,119,32,0.25,0
2021-05-09,11.0,115,23,0.32,0
2021-05-10,10.4,99,37,0.28,0
2021-05-11,12.7,139,22,0.35,0
2021-05-12,14.2,138,19,0.31,0
2021-05-13,10.8,103,25,0.21,0
2021-05-14,10.9,126,32,0.57,0
2021-05-15,9.3,120,29,0.49,0
2021-05-16,9.0,103,25,0.28,0
2021-05-17,15.1,144,21,0.38,0
2021-05-18,12.5,107,16,0.39,0
2021-05-19,12.6,100,23,0.46,0
2021-05-20,11.0,125,21,0.25,0
2021-05-21,14.0,131,19,0.44,0
2021-05-22,12.6,97,36,0.27,0
2021-05-23,16.1,126,15,0.18,0
2021-05-24,11.8,120,18,0.38,0
2021-05-25,9.2,99,32,0.43,0
2021-05-26,10.8,102,30,0.55,0
2021-05-27,8.6,120,24,0.17,0
2021-05-28,10.1,107,38,0.35,0
2021-05-29,15.9,137,25,0.23,1
2021-05-30,15.0,131,29,0.34,0
2021-05-31,13.0,138,22,0.11,0
2021-06-01,11.1,104,26,0.12,0
2021-06-02,11.1,136,20,0.17,0
2021-06-03,13.2,111,32,0.24,0
2021-06-04,10.5,107,32,0.16,0
2021-06-05,8.5,93,30,0.29,0
2021-06-06,8.2,93,33,0.32,0
2021-06-07,11.9,121,30,0.26,0
2021-06-08,9.7,110,25,0.36,0
2021-06-09,11.9,99,28,0.23,0
2021-06-10,10.4,116,29,0.06,0
2021-06-11,14.7,99,21,0.31,0
2021-06-12,15.7,113,29,0.1,0
2021-06-13,7.6,103,23,0.25,0
2021-06-14,12.5,123,30,0.31,0
2021-06-15,10.2,122,36,0.19,0
2021-06-16,9.7,107,25,-0.02,0
2021-06-17,16.1,101,23,0.03,0
2021-06-18,9.2,101,28,0.25,0
2021-06-19,13.0,119,24,0.09,0
2021-06-20,11.5,99,33,0.11,0
2021-06-21,6.3,93,32,0.17,0
2021-06-22,6.1,87,31,0.15,0
2021-06-23,6.7,103,29,0.1,0
2021-06-24,7.6,103,23,0.04,0
2021-06-25,3.1,117,30,0.02,0
2021-06-26,10.7,91,39,0.13,0
2021-06-27,15.9,97,24,0.09,0
2021-06-28,11.8,114,19,0.0,0
2021-06-29,7.2,114,25,0.13,0
2021-06-30,7.7,96,24,0.0,0
2021-07-01,8.5,99,23,-0.08,0
2021-07-02,6.1,92,24,-0.08,0
2021-07-03,14.2,116,25,-0.11,0
2021-07-04,10.8,84,31,-0.05,0
2021-07-05,8.0,115,28,0.09,0
2021-07-06,12.7,105,26,-0.12,0
2021-07-07,14.4,98,24,-0.03,0
2021-07-08,13.6,79,34,-0.12,0
2021-07-09,18.1,95,25,-0.09,0
2021-07-10,6.5,92,34,-0.22,0
2021-07-11,16.7,82,25,-0.1,0
2021-07-12,9.0,101,18,-0.11,0
2021-07-13,9.4,112,19,-0.04,0
2021-07-14,10.6,96,28,-0.08,0
2021-07-15,8.4,101,28,-0.23,0
2021-07-16,8.9,77,35,-0.02,0
2021-07-17,4.9,89,29,-0.11,0
2021-07-18,7.1,78,30,-0.12,0
2021-07-19,13.4,95,38,-0.15,0
2021-07-20,10.4,106,34,-0.21,0
2021-07-21,10.0,96,35,-0.14,0
2021-07-22,8.8,74,36,-0.13,0
2021-07-23,11.9,84,35,-0.36,0
2021-07-24,4.0,90,27,-0.24,0
2021-07-25,10.3,85,33,-0.22,0
